Fecha;Año;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;Total;Columna1;Columna2;;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;;;;Total;País;Distribuidor;Marca;Operador
17/8/2024;2024;Guatemala;Ripley;Apple;Movistar;206;79;79;48;69; $ 17,00 ; $ 3.502,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
21/11/2024;2024;Venezuela;Ripley;Apple;Claro;232;89;48;95;77; $ 17,00 ; $ 3.944,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
18/2/2025;2025;Suiza;Ripley;LG;Claro;121;56;25;40;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
19/12/2024;2024;Paraguay;Ripley;Apple;Tuenti;34;20;10;4;11; $ 17,00 ; $ 578,00 ; ?;||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;Cuba;Ripley;Apple;Tuenti;85;38;5;42;28; $ 17,00 ; $ 1.445,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
3/10/2024;2024;Paraguay;Ripley;LG;Entel;87;18;10;59;29; $ 17,00 ; $ 1.479,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
15/8/2024;2024;España;Ripley;Huawei;Claro;154;51;49;54;51; $ 17,00 ; $ 2.618,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
14/12/2024;2024;Argentina;Ripley;Nokia;Claro;147;33;89;25;49; $ 17,00 ; $ 2.499,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
30/4/2025;2025;Francia;Ripley;LG;Bitel;213;75;67;71;71; $ 17,00 ; $ 3.621,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
18/3/2025;2025;Colombia;Ripley;Nokia;Tuenti;129;13;86;30;43; $ 17,00 ; $ 2.193,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;Cuba;Ripley;Apple;Tuenti;135;66;39;30;45; $ 17,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
4/1/2025;2025;España;Ripley;Samsung;Movistar;71;47;8;16;24; $ 17,00 ; $ 1.207,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;Dinamarca;Ripley;LG;Movistar;207;64;52;91;69; $ 17,00 ; $ 3.519,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
14/10/2024;2024;Brasil;Ripley;Apple;Claro;145;48;88;9;48; $ 17,00 ; $ 2.465,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
31/8/2024;2024;Perú;Ripley;Samsung;Movistar;93;77;3;13;31; $ 17,00 ; $ 1.581,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
29/5/2025;2025;Paraguay;Ripley;LG;Bitel;88;34;3;51;29; $ 17,00 ; $ 1.496,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
16/8/2024;2024;Francia;Ripley;Nokia;Movistar;71;63;3;5;24; $ 17,00 ; $ 1.207,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
25/1/2025;2025;Suiza;Ripley;Apple;Claro;134;19;86;29;45; $ 17,00 ; $ 2.278,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
11/7/2024;2024;El Salvador;Ripley;LG;Tuenti;149;53;13;83;50; $ 17,00 ; $ 2.533,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
29/8/2024;2024;Portugal;Ripley;LG;Movistar;122;58;24;40;41; $ 17,00 ; $ 2.074,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
26/10/2024;2024;Argentina;Ripley;Apple;Entel;213;35;87;91;71; $ 17,00 ; $ 3.621,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
12/7/2024;2024;España;Saga Falabella;Huawei;Tuenti;174;3;88;83;58; $ 17,00 ; $ 2.958,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
16/8/2024;2024;Argentina;Saga Falabella;Apple;Claro;135;1;57;77;45; $ 17,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
6/10/2024;2024;Colombia;Saga Falabella;Nokia;Entel;112;50;25;37;37; $ 17,00 ; $ 1.904,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
1/11/2024;2024;El Salvador;Saga Falabella;LG;Claro;185;94;62;29;62; $ 17,00 ; $ 3.145,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
30/11/2024;2024;Uruguay;Saga Falabella;Apple;Entel;135;28;54;53;45; $ 17,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
20/3/2025;2025;Brasil;Saga Falabella;Apple;Claro;249;77;91;81;83; $ 17,00 ; $ 4.233,00 ; ????;|||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
2/11/2024;2024;Cuba;Saga Falabella;Huawei;Tuenti;90;22;33;35;30; $ 17,00 ; $ 1.530,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
20/6/2024;2024;Canadá;Saga Falabella;LG;Tuenti;154;68;43;43;51; $ 17,00 ; $ 2.618,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
31/12/2024;2024;Inglaterra;Saga Falabella;Samsung;Tuenti;162;13;57;92;54; $ 17,00 ; $ 2.754,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
3/9/2024;2024;Francia;Saga Falabella;LG;Movistar;89;27;54;8;30; $ 17,00 ; $ 1.513,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
1/7/2024;2024;Paraguay;Saga Falabella;Samsung;Claro;133;49;17;67;44; $ 17,00 ; $ 2.261,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
31/7/2024;2024;Irlanda;Saga Falabella;Samsung;Entel;185;68;46;71;62; $ 17,00 ; $ 3.145,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
14/12/2024;2024;Cuba;Saga Falabella;Samsung;Movistar;232;93;59;80;77; $ 17,00 ; $ 3.944,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
5/11/2024;2024;Colombia;Saga Falabella;Apple;Movistar;82;16;61;5;27; $ 17,00 ; $ 1.394,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
31/10/2024;2024;Brasil;Saga Falabella;Apple;Claro;100;24;50;26;33; $ 17,00 ; $ 1.700,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
30/12/2024;2024;Colombia;Saga Falabella;Nokia;Entel;218;69;84;65;73; $ 17,00 ; $ 3.706,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
18/9/2024;2024;Guatemala;Saga Falabella;Nokia;Claro;225;62;75;88;75; $ 17,00 ; $ 3.825,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
9/10/2024;2024;Brasil;Saga Falabella;Nokia;Movistar;142;62;6;74;47; $ 17,00 ; $ 2.414,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
20/6/2024;2024;Argentina;Saga Falabella;Samsung;Claro;187;95;38;54;62; $ 17,00 ; $ 3.179,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
30/10/2024;2024;España;Saga Falabella;Huawei;Entel;166;54;22;90;55; $ 17,00 ; $ 2.822,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
21/7/2024;2024;Portugal;Saga Falabella;Samsung;Tuenti;151;86;41;24;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
30/8/2024;2024;Cuba;Saga Falabella;Samsung;Movistar;191;63;84;44;64; $ 17,00 ; $ 3.247,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
13/9/2024;2024;Venezuela;Saga Falabella;Motorola;Claro;157;30;73;54;52; $ 17,00 ; $ 2.669,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
19/12/2024;2024;Jamaica;Saga Falabella;LG;Bitel;232;72;81;79;77; $ 17,00 ; $ 3.944,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
15/2/2025;2025;Inglaterra;Saga Falabella;Samsung;Bitel;43;37;1;5;14; $ 17,00 ; $ 731,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
2/5/2025;2025;Francia;Saga Falabella;Samsung;Claro;209;63;74;72;70; $ 17,00 ; $ 3.553,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
19/5/2025;2025;Portugal;Saga Falabella;Samsung;Claro;121;49;21;51;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
4/11/2024;2024;Dinamarca;Saga Falabella;Samsung;Claro;144;89;32;23;48; $ 17,00 ; $ 2.448,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
27/5/2025;2025;Chile;Saga Falabella;LG;Tuenti;214;85;57;72;71; $ 17,00 ; $ 3.638,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
26/6/2024;2024;Guatemala;Saga Falabella;LG;Movistar;57;34;16;7;19; $ 17,00 ; $ 969,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
19/3/2025;2025;Portugal;Saga Falabella;Huawei;Movistar;194;93;19;82;65; $ 17,00 ; $ 3.298,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
29/12/2024;2024;Cuba;Saga Falabella;Nokia;Movistar;67;51;14;2;22; $ 17,00 ; $ 1.139,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
31/1/2025;2025;Dinamarca;Saga Falabella;Apple;Entel;164;37;84;43;55; $ 17,00 ; $ 2.788,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
18/8/2024;2024;Inglaterra;Saga Falabella;LG;Tuenti;112;4;53;55;37; $ 17,00 ; $ 1.904,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;España;Saga Falabella;LG;Movistar;231;54;85;92;77; $ 17,00 ; $ 3.927,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
29/12/2024;2024;Brasil;Saga Falabella;Huawei;Bitel;169;29;51;89;56; $ 17,00 ; $ 2.873,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
8/5/2025;2025;Jamaica;Saga Falabella;Samsung;Tuenti;66;5;51;10;22; $ 17,00 ; $ 1.122,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
24/8/2024;2024;Argentina;Saga Falabella;Apple;Claro;88;25;13;50;29; $ 17,00 ; $ 1.496,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
30/5/2025;2025;Cuba;Saga Falabella;Samsung;Movistar;144;52;47;45;48; $ 17,00 ; $ 2.448,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
21/2/2025;2025;Estados Unidos;Saga Falabella;LG;Tuenti;111;32;30;49;37; $ 17,00 ; $ 1.887,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
26/10/2024;2024;Francia;Saga Falabella;Motorola;Bitel;150;9;79;62;50; $ 17,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
15/12/2024;2024;Brasil;Saga Falabella;LG;Movistar;78;24;39;15;26; $ 17,00 ; $ 1.326,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
2/6/2025;2025;Jamaica;Saga Falabella;Samsung;Claro;167;40;53;74;56; $ 17,00 ; $ 2.839,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
23/12/2024;2024;México;Saga Falabella;Motorola;Entel;169;45;74;50;56; $ 17,00 ; $ 2.873,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
11/6/2024;2024;Bolivia;Saga Falabella;Samsung;Claro;52;41;8;3;17; $ 17,00 ; $ 884,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
20/11/2024;2024;España;Saga Falabella;Huawei;Claro;233;95;88;50;78; $ 17,00 ; $ 3.961,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
20/12/2024;2024;Canadá;Saga Falabella;Apple;Claro;145;62;46;37;48; $ 17,00 ; $ 2.465,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/12/2024;2024;España;Saga Falabella;LG;Bitel;155;39;44;72;52; $ 15,00 ; $ 2.325,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
18/7/2024;2024;Cuba;Tottus;Samsung;Tuenti;132;20;37;75;44; $ 17,00 ; $ 2.244,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Colombia;Tottus;Samsung;Movistar;184;85;10;89;61; $ 17,00 ; $ 3.128,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
31/7/2024;2024;Irlanda;Tottus;LG;Movistar;167;25;75;67;56; $ 17,00 ; $ 2.839,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
23/6/2024;2024;Alemania;Tottus;LG;Entel;83;15;29;39;28; $ 17,00 ; $ 1.411,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
27/9/2024;2024;Argentina;Tottus;Apple;Bitel;194;86;13;95;65; $ 17,00 ; $ 3.298,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
7/11/2024;2024;Paraguay;Tottus;Samsung;Entel;148;84;38;26;49; $ 17,00 ; $ 2.516,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;Guatemala;Tottus;Samsung;Entel;163;39;45;79;54; $ 17,00 ; $ 2.771,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
11/11/2024;2024;Chile;Tottus;Apple;Movistar;148;95;25;28;49; $ 17,00 ; $ 2.516,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
19/2/2025;2025;Argentina;Tottus;Huawei;Movistar;156;66;63;27;52; $ 17,00 ; $ 2.652,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
6/7/2024;2024;Cuba;Tottus;Apple;Movistar;187;95;80;12;62; $ 17,00 ; $ 3.179,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
19/3/2025;2025;Brasil;Tottus;Nokia;Entel;69;55;11;3;23; $ 17,00 ; $ 1.173,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
14/2/2025;2025;Jamaica;Tottus;Motorola;Movistar;227;54;94;79;76; $ 17,00 ; $ 3.859,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
3/11/2024;2024;Inglaterra;Tottus;LG;Tuenti;162;90;19;53;54; $ 17,00 ; $ 2.754,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
21/4/2025;2025;España;Tottus;Motorola;Bitel;137;47;73;17;46; $ 17,00 ; $ 2.329,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
4/8/2024;2024;Paraguay;Tottus;Huawei;Claro;102;25;54;23;34; $ 17,00 ; $ 1.734,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/7/2024;2024;Brasil;Tottus;LG;Movistar;139;53;52;34;46; $ 17,00 ; $ 2.363,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
12/12/2024;2024;España;Tottus;LG;Entel;139;75;16;48;46; $ 17,00 ; $ 2.363,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
8/5/2025;2025;Perú;Tottus;LG;Entel;91;18;11;62;30; $ 17,00 ; $ 1.547,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
4/6/2025;2025;Jamaica;Tottus;LG;Claro;132;45;4;83;44; $ 17,00 ; $ 2.244,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
7/10/2024;2024;Estados Unidos;Tottus;Motorola;Bitel;69;20;6;43;23; $ 17,00 ; $ 1.173,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
1/11/2024;2024;Chile;Tottus;Motorola;Tuenti;130;34;76;20;43; $ 17,00 ; $ 2.210,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
22/10/2024;2024;Dinamarca;Tottus;Apple;Entel;53;42;7;4;18; $ 17,00 ; $ 901,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
22/9/2024;2024;Uruguay;Tottus;Huawei;Bitel;125;59;39;27;42; $ 17,00 ; $ 2.125,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
14/6/2024;2024;Guatemala;Tottus;Samsung;Tuenti;174;95;74;5;58; $ 17,00 ; $ 2.958,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
24/5/2025;2025;Canadá;Tottus;Nokia;Entel;121;63;52;6;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
1/1/2025;2025;Alemania;Tottus;Apple;Tuenti;172;71;28;73;57; $ 17,00 ; $ 2.924,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
18/6/2024;2024;El Salvador;Tottus;Samsung;Tuenti;118;84;9;25;39; $ 17,00 ; $ 2.006,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
31/1/2025;2025;España;Tottus;Samsung;Movistar;185;47;88;50;62; $ 17,00 ; $ 3.145,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
7/3/2025;2025;Colombia;Tottus;Apple;Entel;113;8;60;45;38; $ 17,00 ; $ 1.921,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
8/10/2024;2024;Bolivia;Tottus;Samsung;Movistar;168;13;82;73;56; $ 17,00 ; $ 2.856,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/11/2024;2024;Francia;Tottus;Samsung;Tuenti;147;65;45;37;49; $ 17,00 ; $ 2.499,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
16/8/2024;2024;Uruguay;Tottus;Samsung;Claro;131;58;55;18;44; $ 17,00 ; $ 2.227,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
22/3/2025;2025;Irlanda;Tottus;LG;Tuenti;204;48;64;92;68; $ 17,00 ; $ 3.468,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
21/10/2024;2024;Irlanda;Tottus;Nokia;Claro;176;83;57;36;59; $ 17,00 ; $ 2.992,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
31/5/2025;2025;Suiza;Tottus;LG;Tuenti;98;61;1;36;33; $ 17,00 ; $ 1.666,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
10/2/2025;2025;Argentina;Tottus;Huawei;Movistar;79;41;10;28;26; $ 17,00 ; $ 1.343,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
21/9/2024;2024;Dinamarca;Tottus;Motorola;Entel;90;39;8;43;30; $ 17,00 ; $ 1.530,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
26/2/2025;2025;Cuba;Tottus;Samsung;Bitel;151;57;48;46;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
14/11/2024;2024;Venezuela;Tottus;Huawei;Entel;46;3;27;16;15; $ 17,00 ; $ 782,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
7/10/2024;2024;Cuba;Tottus;Samsung;Bitel;95;69;25;1;32; $ 17,00 ; $ 1.615,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
17/11/2024;2024;Dinamarca;Tottus;Motorola;Movistar;160;78;57;25;53; $ 17,00 ; $ 2.720,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
6/5/2025;2025;Venezuela;Tottus;Apple;Bitel;189;7;93;89;63; $ 17,00 ; $ 3.213,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
22/9/2024;2024;Perú;Tottus;LG;Claro;76;1;59;16;25; $ 17,00 ; $ 1.292,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
18/3/2025;2025;Dinamarca;Tottus;LG;Bitel;121;46;8;67;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
4/9/2024;2024;México;Tottus;Huawei;Claro;88;31;14;43;29; $ 17,00 ; $ 1.496,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
21/12/2024;2024;Guatemala;Tottus;Samsung;Claro;149;20;47;82;50; $ 17,00 ; $ 2.533,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
2/5/2025;2025;El Salvador;Tottus;Huawei;Tuenti;168;27;86;55;56; $ 17,00 ; $ 2.856,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
28/9/2024;2024;Irlanda;Metro;LG;Claro;138;53;34;51;46; $ 17,00 ; $ 2.346,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
29/6/2024;2024;Jamaica;Metro;LG;Claro;195;69;72;54;65; $ 17,00 ; $ 3.315,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
5/7/2024;2024;Argentina;Metro;Samsung;Entel;151;43;25;83;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
1/2/2025;2025;Irlanda;Metro;LG;Entel;112;49;31;32;37; $ 17,00 ; $ 1.904,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
26/5/2025;2025;Estados Unidos;Metro;LG;Bitel;41;15;12;14;14; $ 17,00 ; $ 697,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
4/1/2025;2025;Guatemala;Metro;LG;Entel;79;39;31;9;26; $ 17,00 ; $ 1.343,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
14/7/2024;2024;Uruguay;Metro;Nokia;Tuenti;238;92;83;63;79; $ 17,00 ; $ 4.046,00 ; ????;||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
10/7/2024;2024;México;Metro;Samsung;Claro;153;36;24;93;51; $ 17,00 ; $ 2.601,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
27/2/2025;2025;Bolivia;Metro;Apple;Claro;257;69;93;95;86; $ 17,00 ; $ 4.369,00 ; ????;|||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
8/8/2024;2024;Irlanda;Metro;LG;Tuenti;60;13;21;26;20; $ 17,00 ; $ 1.020,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;Colombia;Metro;Huawei;Tuenti;98;24;20;54;33; $ 17,00 ; $ 1.666,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
3/3/2025;2025;Brasil;Metro;Apple;Movistar;73;23;5;45;24; $ 17,00 ; $ 1.241,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
21/2/2025;2025;Chile;Metro;LG;Movistar;181;73;38;70;60; $ 17,00 ; $ 3.077,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
14/12/2024;2024;Perú;Metro;Nokia;Bitel;71;9;31;31;24; $ 17,00 ; $ 1.207,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
1/11/2024;2024;Francia;Metro;Nokia;Tuenti;135;77;21;37;45; $ 17,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
28/1/2025;2025;Brasil;Metro;LG;Claro;172;57;46;69;57; $ 17,00 ; $ 2.924,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
1/12/2024;2024;Portugal;Metro;LG;Movistar;170;63;75;32;57; $ 17,00 ; $ 2.890,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
31/1/2025;2025;México;Metro;LG;Bitel;142;37;33;72;47; $ 17,00 ; $ 2.414,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
8/10/2024;2024;Estados Unidos;Metro;LG;Tuenti;157;87;22;48;52; $ 17,00 ; $ 2.669,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
31/7/2024;2024;Cuba;Metro;LG;Claro;99;39;29;31;33; $ 17,00 ; $ 1.683,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
23/9/2024;2024;Perú;Metro;Nokia;Entel;103;54;19;30;34; $ 17,00 ; $ 1.751,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
28/5/2025;2025;Jamaica;Metro;Samsung;Movistar;223;55;75;93;74; $ 17,00 ; $ 3.791,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
31/5/2025;2025;Suiza;Metro;Motorola;Claro;145;76;4;65;48; $ 17,00 ; $ 2.465,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
22/10/2024;2024;Colombia;Metro;LG;Bitel;141;40;34;67;47; $ 17,00 ; $ 2.397,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
15/10/2024;2024;Jamaica;Metro;Samsung;Bitel;83;40;2;41;28; $ 17,00 ; $ 1.411,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
8/1/2025;2025;Dinamarca;Metro;Samsung;Bitel;220;70;65;85;73; $ 17,00 ; $ 3.740,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
2/12/2024;2024;Dinamarca;Metro;Nokia;Bitel;125;35;2;88;42; $ 17,00 ; $ 2.125,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
22/8/2024;2024;Dinamarca;Metro;Nokia;Movistar;175;18;70;87;58; $ 17,00 ; $ 2.975,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
14/8/2024;2024;Inglaterra;Metro;Huawei;Movistar;194;72;54;68;65; $ 17,00 ; $ 3.298,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
27/8/2024;2024;Canadá;Metro;LG;Claro;169;86;76;7;56; $ 17,00 ; $ 2.873,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
29/10/2024;2024;Cuba;Metro;Nokia;Movistar;118;7;55;56;39; $ 17,00 ; $ 2.006,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
22/1/2025;2025;Jamaica;Metro;Samsung;Entel;162;93;49;20;54; $ 17,00 ; $ 2.754,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
4/11/2024;2024;Dinamarca;Metro;Huawei;Movistar;112;18;66;28;37; $ 17,00 ; $ 1.904,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
29/6/2024;2024;Chile;Metro;Samsung;Entel;227;37;95;95;76; $ 17,00 ; $ 3.859,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
9/10/2024;2024;Uruguay;Metro;LG;Bitel;32;6;11;15;11; $ 17,00 ; $ 544,00 ; ?;||;;;;;;;;;;;;;;;;;;;
17/10/2024;2024;El Salvador;Metro;Apple;Tuenti;29;20;2;7;10; $ 17,00 ; $ 493,00 ; ?;||;;;;;;;;;;;;;;;;;;;
30/3/2025;2025;Brasil;Metro;Huawei;Bitel;92;47;42;3;31; $ 17,00 ; $ 1.564,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
3/10/2024;2024;Argentina;Metro;Nokia;Entel;155;1;71;83;52; $ 17,00 ; $ 2.635,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
3/2/2025;2025;Uruguay;Metro;Apple;Tuenti;180;28;67;85;60; $ 17,00 ; $ 3.060,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
